S 321
W 23048 4
W 23056 4
W 23064 4
W 23072 4
W 23080 4
W 23088 4
W 23096 4
W 23104 4
W 23112 4
W 23120 4
W 23128 4
W 23136 4
W 23144 4
W 23152 4
W 23160 4
W 23168 4
W 23176 4
W 23184 4
W 23192 4
W 23200 4
W 23208 4
W 23216 4
W 23224 4
W 23232 4
W 23240 4
W 23248 4
W 23256 4
W 23264 4
W 23272 4
W 23280 4
W 23288 4
W 23296 4
W 23304 4
W 23312 4
W 23320 4
W 23328 4
W 23336 4
W 23344 4
W 23352 4
W 23360 4
W 23368 4
W 23376 4
W 23384 4
W 23392 4
W 23400 4
W 23408 4
W 23416 4
W 23424 4
W 23432 4
W 23440 4
W 23448 4
W 23456 4
W 23464 4
W 23472 4
W 23480 4
W 23488 4
W 23496 4
W 23504 4
W 23512 4
W 23520 4
W 23528 4
W 23536 4
W 23544 4
W 23552 4
W 23560 4
W 23568 4
W 23576 4
W 23584 4
W 23592 4
W 23600 4
W 23608 4
W 23616 4
W 23624 4
W 23632 4
W 23640 4
W 23648 4
W 23656 4
W 23664 4
W 23672 4
W 23680 4
W 23688 4
W 23696 4
W 23704 4
W 23712 4
W 23720 4
W 23728 4
W 23736 4
W 23744 4
W 23752 4
W 23760 4
W 23768 4
W 23776 4
W 23784 4
W 23792 4
W 23800 4
W 23808 4
W 23816 4
W 23824 4
W 23832 4
W 23840 4
W 23848 4
W 23856 4
W 23864 4
W 23872 4
W 23880 4
W 23888 4
W 23896 4
W 23904 4
W 23912 4
W 23920 4
W 23928 4
W 23936 4
W 23944 4
W 23952 4
W 23960 4
W 23968 4
W 23976 4
W 23984 4
W 23992 4
W 24000 4
W 24008 4
W 24016 4
W 24024 4
W 24032 4
W 24040 4
W 24048 4
W 24056 4
W 24064 4
W 24072 4
W 24080 4
W 24088 4
W 24096 4
W 24104 4
W 24112 4
W 24120 4
W 24128 4
W 24136 4
W 24144 4
W 24152 4
W 24160 4
W 24168 4
W 24176 4
W 24184 4
W 24192 4
W 24200 4
W 24208 4
W 24216 4
W 24224 4
W 24232 4
W 24240 4
W 24248 4
W 24256 4
W 24264 4
W 24272 4
W 24280 4
W 24288 4
W 24296 4
W 24304 4
W 24312 4
W 24320 4
W 24328 4
W 24336 4
W 24344 4
W 24352 4
W 24360 4
W 24368 4
W 24376 4
W 24384 4
W 24392 4
W 24400 4
W 24408 4
W 24416 4
W 24424 4
W 24432 4
W 24440 4
W 24448 4
W 24456 4
W 24464 4
W 24472 4
W 24480 4
W 24488 4
W 24496 4
W 24504 4
W 24512 4
W 24520 4
W 24528 4
W 24536 4
W 24544 4
W 24552 4
W 24560 4
W 24568 4
W 24576 4
W 24584 4
W 24592 4
W 24600 4
W 24608 4
W 24616 4
W 24624 4
W 24632 4
W 24640 4
W 24648 4
W 24656 4
W 24664 4
W 24672 4
W 24680 4
W 24688 4
W 24696 4
W 24704 4
W 24712 4
W 24720 4
W 24728 4
W 24736 4
W 24744 4
W 24752 4
W 24760 4
W 24768 4
W 24776 4
W 24784 4
W 24792 4
W 24800 4
W 24808 4
W 24816 4
W 24824 4
W 24832 4
W 24840 4
W 24848 4
W 24856 4
W 24864 4
W 24872 4
W 24880 4
W 24888 4
W 24896 4
W 24904 4
W 24912 4
W 24920 4
W 24928 4
W 24936 4
W 24944 4
W 24952 4
W 24960 4
W 24968 4
W 24976 4
W 24984 4
W 24992 4
W 25000 4
W 25008 4
W 25016 4
W 25024 4
W 25032 4
W 25040 4
W 25048 4
W 25056 4
W 25064 4
W 25072 4
W 25080 4
W 25088 4
W 25096 4
W 25104 4
W 25112 4
W 25120 4
W 25128 4
W 25136 4
W 25144 4
W 25152 4
W 25160 4
W 25168 4
W 25176 4
W 25184 4
W 25192 4
W 25200 4
W 25208 4
W 25216 4
W 25224 4
W 25232 4
W 25240 4
W 25248 4
W 25256 4
W 25264 4
W 25272 4
W 25280 4
W 25288 4
W 25296 4
W 25304 4
W 25312 4
W 25320 4
W 25328 4
W 25336 4
W 25344 4
W 25352 4
W 25360 4
W 25368 4
W 25376 4
W 25384 4
W 25392 4
W 25400 4
W 25408 4
W 25416 4
W 25424 4
W 25432 4
W 25440 4
W 25448 4
W 25456 4
W 25464 4
W 25472 4
W 25480 4
W 25488 4
W 25496 4
W 25504 4
W 25512 4
W 25520 4
W 25528 4
W 25536 4
W 25544 4
W 25552 4
W 25560 4
W 25568 4
W 25576 4
W 25584 4
W 25592 4
W 25600 4
W 25608 4
W 25616 4
W 25624 4
W 25632 4
W 25640 4
W 25648 4
W 25656 4
W 25664 4
W 25672 4
W 25680 4
W 25688 4
W 25696 4
W 25704 4
W 25712 4
W 25720 4
W 25728 4
W 25736 4
W 25744 4
W 25752 4
W 25760 4
W 25768 4
W 25776 4
W 25784 4
W 25792 4
W 25800 4
W 25808 4
W 25816 4
W 25824 4
W 25832 4
W 25840 4
W 25848 4
W 25856 4
W 25864 4
W 25872 4
W 25880 4
W 25888 4
W 25896 4
W 25904 4
W 25912 4
W 25920 4
W 25928 4
W 25936 4
W 25944 4
W 25952 4
W 25960 4
W 25968 4
W 25976 4
W 25984 4
W 25992 4
W 26000 4
W 26008 4
W 26016 4
W 26024 4
W 26032 4
W 26040 4
W 26048 4
W 26056 4
W 26064 4
W 26072 4
W 26080 4
W 26088 4
W 26096 4
W 26104 4
W 26112 4
W 26120 4
W 26128 4
W 26136 4
W 26144 4
W 26152 4
W 26160 4
W 26168 4
W 26176 4
W 26184 4
W 26192 4
W 26200 4
W 26208 4
W 26216 4
W 26224 4
W 26232 4
W 26240 4
W 26248 4
W 26256 4
W 26264 4
W 26272 4
W 26280 4
W 26288 4
W 26296 4
W 26304 4
W 26312 4
W 26320 4
W 26328 4
W 26336 4
W 26344 4
W 26352 4
W 26360 4
W 26368 4
W 26376 4
W 26384 4
W 26392 4
W 26400 4
W 26408 4
W 26416 4
W 26424 4
W 26432 4
W 26440 4
W 26448 4
W 26456 4
W 26464 4
W 26472 4
W 26480 4
W 26488 4
W 26496 4
W 26504 4
W 26512 4
W 26520 4
W 26528 4
W 26536 4
W 26544 4
W 26552 4
W 26560 4
W 26568 4
W 26576 4
W 26584 4
W 26592 4
W 26600 4
W 26608 4
W 26616 4
W 26624 4
W 26632 4
W 26640 4
W 26648 4
W 26656 4
W 26664 4
W 26672 4
W 26680 4
W 26688 4
W 26696 4
W 26704 4
W 26712 4
W 26720 4
W 26728 4
W 26736 4
W 26744 4
W 26752 4
W 26760 4
W 26768 4
W 26776 4
W 26784 4
W 26792 4
W 26800 4
W 26808 4
W 26816 4
W 26824 4
W 26832 4
W 26840 4
W 26848 4
W 26856 4
W 26864 4
W 26872 4
W 26880 4
W 26888 4
W 26896 4
W 26904 4
W 26912 4
W 26920 4
W 26928 4
W 26936 4
W 26944 4
W 26952 4
W 26960 4
W 26968 4
W 26976 4
W 26984 4
W 26992 4
W 27000 4
W 27008 4
W 27016 4
W 27024 4
W 27032 4
W 27040 4
W 27048 4
W 27056 4
W 27064 4
W 27072 4
W 27080 4
W 27088 4
W 27096 4
W 27104 4
W 27112 4
W 27120 4
W 27128 4
W 27136 4
W 27144 4
W 27152 4
W 27160 4
W 27168 4
W 27176 4
W 27184 4
W 27192 4
W 27200 4
W 27208 4
W 27216 4
W 27224 4
W 27232 4
W 27240 4
W 27248 4
W 27256 4
W 27264 4
W 27272 4
W 27280 4
W 27288 4
W 27296 4
W 27304 4
W 27312 4
W 27320 4
W 27328 4
W 27336 4
W 27344 4
W 27352 4
W 27360 4
W 27368 4
W 27376 4
W 27384 4
W 27392 4
W 27400 4
W 27408 4
W 27416 4
W 27424 4
W 27432 4
W 27440 4
W 27448 4
W 27456 4
W 27464 4
W 27472 4
W 27480 4
W 27488 4
W 27496 4
W 27504 4
W 27512 4
W 27520 4
W 27528 4
W 27536 4
W 27544 4
W 27552 4
W 27560 4
W 27568 4
W 27576 4
W 27584 4
W 27592 4
W 27600 4
W 27608 4
W 27616 4
W 27624 4
W 27632 4
W 27640 4
W 27648 4
W 27656 4
W 27664 4
W 27672 4
W 27680 4
W 27688 4
W 27696 4
W 27704 4
W 27712 4
W 27720 4
W 27728 4
W 27736 4
W 27744 4
W 27752 4
W 27760 4
W 27768 4
W 27776 4
W 27784 4
W 27792 4
W 27800 4
W 27808 4
W 27816 4
W 27824 4
W 27832 4
W 27840 4
W 27848 4
W 27856 4
W 27864 4
W 27872 4
W 27880 4
W 27888 4
W 27896 4
W 27904 4
W 27912 4
W 27920 4
W 27928 4
W 27936 4
W 27944 4
W 27952 4
W 27960 4
W 27968 4
W 27976 4
W 27984 4
W 27992 4
W 28000 4
W 28008 4
W 28016 4
W 28024 4
W 28032 4
W 28040 4
W 28048 4
W 28056 4
W 28064 4
W 28072 4
W 28080 4
W 28088 4
W 28096 4
W 28104 4
W 28112 4
W 28120 4
W 28128 4
W 28136 4
W 28144 4
W 28152 4
W 28160 4
W 28168 4
W 28176 4
W 28184 4
W 28192 4
W 28200 4
W 28208 4
W 28216 4
W 28224 4
W 28232 4
W 28240 4
W 28248 4
W 28256 4
W 28264 4
W 28272 4
W 28280 4
W 28288 4
W 28296 4
W 28304 4
W 28312 4
W 28320 4
W 28328 4
W 28336 4
W 28344 4
W 28352 4
W 28360 4
W 28368 4
W 28376 4
W 28384 4
W 28392 4
W 28400 4
W 28408 4
W 28416 4
W 28424 4
W 28432 4
W 28440 4
W 28448 4
W 28456 4
W 28464 4
W 28472 4
W 28480 4
W 28488 4
W 28496 4
W 28504 4
W 28512 4
W 28520 4
W 28528 4
W 28536 4
W 28544 4
W 28552 4
W 28560 4
W 28568 4
W 28576 4
W 28584 4
W 28592 4
W 28600 4
W 28608 4
W 28616 4
W 28624 4
W 28632 4
W 28640 4
W 28648 4
W 28656 4
W 28664 4
R 0 32
R 32 32
R 64 32
R 96 32
R 128 32
R 160 32
R 192 32
R 224 32
R 256 32
R 288 32
R 320 32
R 352 32
R 384 32
R 416 32
R 448 32
R 480 32
R 512 32
R 544 32
R 576 32
R 608 32
R 640 32
R 672 32
R 704 32
R 736 32
R 768 32
R 800 32
R 832 32
R 864 32
R 896 32
R 928 32
R 960 32
R 992 32
R 1024 32
R 1056 32
R 1088 32
R 1120 32
R 1152 32
R 1184 32
R 1216 32
R 1248 32
R 1280 32
R 1312 32
R 1344 32
R 1376 32
R 1408 32
R 1440 32
R 1472 32
R 1504 32
R 1536 32
R 1568 32
R 1600 32
R 1632 32
R 1664 32
R 1696 32
R 1728 32
R 1760 32
R 1792 32
R 1824 32
R 1856 32
R 1888 32
R 1920 32
R 1952 32
R 1984 32
R 2016 32
R 2048 32
R 2080 32
R 2112 32
R 2144 32
R 2176 32
R 2208 32
R 2240 32
R 2272 32
R 2304 32
R 2336 32
R 2368 32
R 2400 32
R 2432 32
R 2464 32
R 2496 32
R 2528 32
R 2560 32
R 2592 32
R 2624 32
R 2656 32
R 2688 32
R 2720 32
R 2752 32
R 2784 32
R 2816 32
R 2848 32
R 2880 32
R 2912 32
R 2944 32
R 2976 32
R 3008 32
R 3040 32
R 3072 32
R 3104 32
R 3136 32
R 3168 32
R 3200 32
R 3232 32
R 3264 32
R 3296 32
R 3328 32
R 3360 32
R 3392 32
R 3424 32
R 3456 32
R 3488 32
R 3520 32
R 3552 32
R 3584 32
R 3616 32
R 3648 32
R 3680 32
R 3712 32
R 3744 32
R 3776 32
R 3808 32
R 3840 32
R 3872 32
R 3904 32
R 3936 32
R 3968 32
R 4000 32
R 4032 32
R 4064 32
R 4096 32
R 4128 32
R 4160 32
R 4192 32
R 4224 32
R 4256 32
R 4288 32
R 4320 32
R 4352 32
R 4384 32
R 4416 32
R 4448 32
R 4480 32
R 4512 32
R 4544 32
R 4576 32
R 4608 32
R 4640 32
R 4672 32
R 4704 32
R 4736 32
R 4768 32
R 4800 32
R 4832 32
R 4864 32
R 4896 32
R 4928 32
R 4960 32
R 4992 32
R 5024 32
R 5056 32
R 5088 32
R 5120 32
R 5152 32
R 5184 32
R 5216 32
R 5248 32
R 5280 32
R 5312 32
R 5344 32
R 5376 32
R 5408 32
R 5440 32
R 5472 32
R 5504 32
R 5536 32
R 5568 32
R 5600 32
R 5632 32
R 5664 32
R 5696 32
R 5728 32
R 5760 32
R 5792 32
R 5824 32
R 5856 32
R 5888 32
R 5920 32
R 5952 32
R 5984 32
R 6016 32
R 6048 32
R 6080 32
R 6112 32
R 6144 32
R 6176 32
R 6208 32
R 6240 32
R 6272 32
R 6304 32
R 6336 32
R 6368 32
R 6400 32
R 6432 32
R 6464 32
R 6496 32
R 6528 32
R 6560 32
R 6592 32
R 6624 32
R 6656 32
R 6688 32
R 6720 32
R 6752 32
R 6784 32
R 6816 32
R 6848 32
R 6880 32
R 6912 32
R 6944 32
R 6976 32
R 7008 32
R 7040 32
R 7072 32
R 7104 32
R 7136 32
R 7168 32
R 7200 32
R 7232 32
R 7264 32
R 7296 32
R 7328 32
R 7360 32
R 7392 32
R 7424 32
R 7456 32
R 7488 32
R 7520 32
R 7552 32
R 7584 32
R 7616 32
R 7648 32
R 7680 32
R 7712 32
R 7744 32
R 7776 32
R 7808 32
R 7840 32
R 7872 32
R 7904 32
R 7936 32
R 7968 32
R 8000 32
R 8032 32
R 8064 32
R 8096 32
R 8128 32
R 8160 32
R 8192 32
R 8224 32
R 8256 32
R 8288 32
R 8320 32
R 8352 32
R 8384 32
R 8416 32
R 8448 32
R 8480 32
R 8512 32
R 8544 32
R 8576 32
R 8608 32
R 8640 32
R 8672 32
R 8704 32
R 8736 32
R 8768 32
R 8800 32
R 8832 32
R 8864 32
R 8896 32
R 8928 32
R 8960 32
R 8992 32
R 9024 32
R 9056 32
R 9088 32
R 9120 32
R 9152 32
R 9184 32
R 9216 32
R 9248 32
R 9280 32
R 9312 32
R 9344 32
R 9376 32
R 9408 32
R 9440 32
R 9472 32
R 9504 32
R 9536 32
R 9568 32
R 9600 32
R 9632 32
R 9664 32
R 9696 32
R 9728 32
R 9760 32
R 9792 32
R 9824 32
R 9856 32
R 9888 32
R 9920 32
R 9952 32
R 9984 32
R 10016 32
R 10048 32
R 10080 32
R 10112 32
R 10144 32
R 10176 32
R 10208 32
R 10240 32
R 10272 32
R 10304 32
R 10336 32
R 10368 32
R 10400 32
R 10432 32
R 10464 32
R 10496 32
R 10528 32
R 10560 32
R 10592 32
R 10624 32
R 10656 32
R 10688 32
R 10720 32
R 10752 32
R 10784 32
R 10816 32
R 10848 32
R 10880 32
R 10912 32
R 10944 32
R 10976 32
R 11008 32
R 11040 32
R 11072 32
R 11104 32
R 11136 32
R 11168 32
R 11200 32
R 11232 32
R 11264 32
R 11296 32
R 11328 32
R 11360 32
R 11392 32
R 11424 32
R 11456 32
R 11488 32
R 11520 32
R 11552 32
R 11584 32
R 11616 32
R 11648 32
R 11680 32
R 11712 32
R 11744 32
R 11776 32
R 11808 32
R 11840 32
R 11872 32
R 11904 32
R 11936 32
R 11968 32
R 12000 32
R 12032 32
R 12064 32
R 12096 32
R 12128 32
R 12160 32
R 12192 32
R 12224 32
R 12256 32
R 12288 32
R 12320 32
R 12352 32
R 12384 32
R 12416 32
R 12448 32
R 12480 32
R 12512 32
R 12544 32
R 12576 32
R 12608 32
R 12640 32
R 12672 32
R 12704 32
R 12736 32
R 12768 32
R 12800 32
R 12832 32
R 12864 32
R 12896 32
R 12928 32
R 12960 32
R 12992 32
R 13024 32
R 13056 32
R 13088 32
R 13120 32
R 13152 32
R 13184 32
R 13216 32
R 13248 32
R 13280 32
R 13312 32
R 13344 32
R 13376 32
R 13408 32
R 13440 32
R 13472 32
R 13504 32
R 13536 32
R 13568 32
R 13600 32
R 13632 32
R 13664 32
R 13696 32
R 13728 32
R 13760 32
R 13792 32
R 13824 32
R 13856 32
R 13888 32
R 13920 32
R 13952 32
R 13984 32
R 14016 32
R 14048 32
R 14080 32
R 14112 32
R 14144 32
R 14176 32
R 14208 32
R 14240 32
R 14272 32
R 14304 32
R 14336 32
R 14368 32
R 14400 32
R 14432 32
R 14464 32
R 14496 32
R 14528 32
R 14560 32
R 14592 32
R 14624 32
R 14656 32
R 14688 32
R 14720 32
R 14752 32
R 14784 32
R 14816 32
R 14848 32
R 14880 32
R 14912 32
R 14944 32
R 14976 32
R 15008 32
R 15040 32
R 15072 32
R 15104 32
R 15136 32
R 15168 32
R 15200 32
R 15232 32
R 15264 32
R 15296 32
R 15328 32
R 15360 32
R 15392 32
R 15424 32
R 15456 32
R 15488 32
R 15520 32
R 15552 32
R 15584 32
R 15616 32
R 15648 32
R 15680 32
R 15712 32
R 15744 32
R 15776 32
R 15808 32
R 15840 32
R 15872 32
R 15904 32
R 15936 32
R 15968 32
R 16000 32
R 16032 32
R 16064 32
R 16096 32
R 16128 32
R 16160 32
R 16192 32
R 16224 32
R 16256 32
R 16288 32
R 16320 32
R 16352 32
R 16384 32
R 16416 32
R 16448 32
R 16480 32
R 16512 32
R 16544 32
R 16576 32
R 16608 32
R 16640 32
R 16672 32
R 16704 32
R 16736 32
R 16768 32
R 16800 32
R 16832 32
R 16864 32
R 16896 32
R 16928 32
R 16960 32
R 16992 32
R 17024 32
R 17056 32
R 17088 32
R 17120 32
R 17152 32
R 17184 32
R 17216 32
R 17248 32
R 17280 32
R 17312 32
R 17344 32
R 17376 32
R 17408 32
R 17440 32
R 17472 32
R 17504 32
R 17536 32
R 17568 32
R 17600 32
R 17632 32
R 17664 32
R 17696 32
R 17728 32
R 17760 32
R 17792 32
R 17824 32
R 17856 32
R 17888 32
R 17920 32
R 17952 32
R 17984 32
R 18016 32
R 18048 32
R 18080 32
R 18112 32
R 18144 32
R 18176 32
R 18208 32
R 18240 32
R 18272 32
R 18304 32
R 18336 32
R 18368 32
R 18400 32
R 18432 32
R 18464 32
R 18496 32
R 18528 32
R 18560 32
R 18592 32
R 18624 32
R 18656 32
R 18688 32
R 18720 32
R 18752 32
R 18784 32
R 18816 32
R 18848 32
R 18880 32
R 18912 32
R 18944 32
R 18976 32
R 19008 32
R 19040 32
R 19072 32
R 19104 32
R 19136 32
R 19168 32
R 19200 32
R 19232 32
R 19264 32
R 19296 32
R 19328 32
R 19360 32
R 19392 32
R 19424 32
R 19456 32
R 19488 32
R 19520 32
R 19552 32
R 19584 32
R 19616 32
R 19648 32
R 19680 32
R 19712 32
R 19744 32
R 19776 32
R 19808 32
R 19840 32
R 19872 32
R 19904 32
R 19936 32
R 19968 32
R 20000 32
R 20032 32
R 20064 32
R 20096 32
R 20128 32
R 20160 32
R 20192 32
R 20224 32
R 20256 32
R 20288 32
R 20320 32
R 20352 32
R 20384 32
R 20416 32
R 20448 32
R 20480 32
R 20512 32
R 20544 32
R 20576 32
R 20608 32
R 20640 32
R 20672 32
R 20704 32
R 20736 32
R 20768 32
R 20800 32
R 20832 32
R 20864 32
R 20896 32
R 20928 32
R 20960 32
R 20992 32
R 21024 32
R 21056 32
R 21088 32
R 21120 32
R 21152 32
R 21184 32
R 21216 32
R 21248 32
R 21280 32
R 21312 32
R 21344 32
R 21376 32
R 21408 32
R 21440 32
R 21472 32
R 21504 32
R 21536 32
R 21568 32
R 21600 32
R 21632 32
R 21664 32
R 21696 32
R 21728 32
R 21760 32
R 21792 32
R 21824 32
R 21856 32
R 21888 32
R 21920 32
R 21952 32
R 21984 32
R 22016 32
R 22048 32
R 22080 32
R 22112 32
R 22144 32
R 22176 32
R 22208 32
R 22240 32
R 22272 32
R 22304 32
R 22336 32
R 22368 32
R 22400 32
R 22432 32
R 22464 32
R 22496 32
R 22528 32
R 22560 32
R 22592 32
R 22624 32
R 22656 32
R 22688 32
R 22720 32
R 22752 32
R 22784 32
R 22816 32
R 22848 32
R 22880 32
R 22912 32
R 22944 32
R 22976 32
R 23008 32
R 23040 32
R 23072 32
R 23104 32
R 23136 32
R 23168 32
R 23200 32
R 23232 32
R 23264 32
R 23296 32
R 23328 32
R 23360 32
R 23392 32
R 23424 32
R 23456 32
R 23488 32
R 23520 32
R 23552 32
R 23584 32
R 23616 32
R 23648 32
R 23680 32
R 23712 32
R 23744 32
R 23776 32
R 23808 32
R 23840 32
R 23872 32
R 23904 32
R 23936 32
R 23968 32
R 24000 32
R 24032 32
R 24064 32
R 24096 32
R 24128 32
R 24160 32
R 24192 32
R 24224 32
R 24256 32
R 24288 32
R 24320 32
R 24352 32
R 24384 32
R 24416 32
R 24448 32
R 24480 32
R 24512 32
R 24544 32
R 24576 32
R 24608 32
R 24640 32
R 24672 32
R 24704 32
R 24736 32
R 24768 32
R 24800 32
R 24832 32
R 24864 32
R 24896 32
R 24928 32
R 24960 32
R 24992 32
R 25024 32
R 25056 32
R 25088 32
R 25120 32
R 25152 32
R 25184 32
R 25216 32
R 25248 32
R 25280 32
R 25312 32
R 25344 32
R 25376 32
R 25408 32
R 25440 32
R 25472 32
R 25504 32
R 25536 32
R 25568 32
R 25600 32
R 25632 32
R 25664 32
R 25696 32
R 25728 32
R 25760 32
R 25792 32
R 25824 32
R 25856 32
R 25888 32
R 25920 32
R 25952 32
R 25984 32
R 26016 32
R 26048 32
R 26080 32
R 26112 32
R 26144 32
R 26176 32
R 26208 32
R 26240 32
R 26272 32
R 26304 32
R 26336 32
R 26368 32
R 26400 32
R 26432 32
R 26464 32
R 26496 32
R 26528 32
R 26560 32
R 26592 32
R 26624 32
R 26656 32
R 26688 32
R 26720 32
R 26752 32
R 26784 32
R 26816 32
R 26848 32
R 26880 32
R 26912 32
R 26944 32
R 26976 32
R 27008 32
R 27040 32
R 27072 32
R 27104 32
R 27136 32
R 27168 32
R 27200 32
R 27232 32
R 27264 32
R 27296 32
R 27328 32
R 27360 32
R 27392 32
R 27424 32
R 27456 32
R 27488 32
R 27520 32
R 27552 32
R 27584 32
R 27616 32
R 27648 32
R 27680 32
R 27712 32
R 27744 32
R 27776 32
R 27808 32
R 27840 32
R 27872 32
R 27904 32
R 27936 32
R 27968 32
R 28000 32
R 28032 32
R 28064 32
R 28096 32
R 28128 32
R 28160 32
R 28192 32
R 28224 32
R 28256 32
R 28288 32
R 28320 32
R 28352 32
R 28384 32
R 28416 32
R 28448 32
R 28480 32
R 28512 32
R 28544 32
R 28576 32
R 28608 32
R 28640 32
W 0 29
W 29 3
W 32 2
W 34 20
W 54 11
W 65 11
W 76 1
W 77 29
W 106 12
W 118 10
W 128 5
W 133 7
W 140 23
W 163 5
W 168 17
W 185 20
W 205 8
W 213 13
W 226 32
W 258 13
W 271 6
W 277 25
W 302 14
W 316 6
W 322 7
W 329 14
W 343 32
W 375 26
W 401 17
W 418 30
W 448 21
W 469 20
W 489 18
W 507 28
W 535 1
W 536 18
W 554 18
W 572 12
W 584 30
W 614 28
W 642 3
W 645 31
W 676 18
W 694 29
W 723 26
W 749 23
W 772 13
W 785 21
W 806 27
W 833 23
W 856 27
W 883 6
W 889 2
W 891 18
W 909 31
W 940 30
W 970 5
W 975 31
W 1006 28
W 1034 27
W 1061 11
W 1072 23
W 1095 20
W 1115 4
W 1119 23
W 1142 22
W 1164 10
W 1174 8
W 1182 15
W 1197 15
W 1212 18
W 1230 23
W 1253 13
W 1266 11
W 1277 13
W 1290 1
W 1291 22
W 1313 12
W 1325 22
W 1347 19
W 1366 12
W 1378 29
W 1407 5
W 1412 12
W 1424 10
W 1434 2
W 1436 13
W 1449 11
W 1460 29
W 1489 10
W 1499 2
W 1501 2
W 1503 12
W 1515 1
W 1516 27
W 1543 20
W 1563 3
W 1566 26
W 1592 23
W 1615 20
W 1635 8
W 1643 26
W 1669 23
W 1692 18
W 1710 18
W 1728 7
W 1735 2
W 1737 15
W 1752 21
W 1773 17
W 1790 24
W 1814 20
W 1834 12
W 1846 11
W 1857 22
W 1879 12
W 1891 26
W 1917 7
W 1924 21
W 1945 14
W 1959 16
W 1975 19
W 1994 9
W 2003 4
W 2007 25
W 2032 8
W 2040 26
W 2066 23
W 2089 7
W 2096 15
W 2111 31
W 2142 17
W 2159 8
W 2167 30
W 2197 12
W 2209 11
W 2220 11
W 2231 9
W 2240 18
W 2258 11
W 2269 5
W 2274 20
W 2294 25
W 2319 18
W 2337 28
W 2365 22
W 2387 19
W 2406 19
W 2425 19
W 2444 25
W 2469 4
W 2473 20
W 2493 27
W 2520 31
W 2551 3
W 2554 24
W 2578 12
W 2590 30
W 2620 10
W 2630 10
W 2640 21
W 2661 1
W 2662 12
W 2674 11
W 2685 27
W 2712 4
W 2716 32
W 2748 19
W 2767 4
W 2771 26
W 2797 24
W 2821 4
W 2825 22
W 2847 5
W 2852 28
W 2880 14
W 2894 14
W 2908 15
W 2923 14
W 2937 7
W 2944 23
W 2967 25
W 2992 1
W 2993 28
W 3021 18
W 3039 32
W 3071 19
W 3090 7
W 3097 32
W 3129 1
W 3130 28
W 3158 12
W 3170 4
W 3174 21
W 3195 12
W 3207 25
W 3232 26
W 3258 11
W 3269 24
W 3293 26
W 3319 13
W 3332 16
W 3348 21
W 3369 27
W 3396 24
W 3420 20
W 3440 14
W 3454 25
W 3479 29
W 3508 20
W 3528 14
W 3542 20
W 3562 26
W 3588 13
W 3601 16
W 3617 20
W 3637 24
W 3661 21
W 3682 9
W 3691 32
W 3723 22
W 3745 30
W 3775 21
W 3796 30
W 3826 24
W 3850 23
W 3873 30
W 3903 11
W 3914 19
W 3933 17
W 3950 22
W 3972 7
W 3979 26
W 4005 9
W 4014 1
W 4015 25
W 4040 25
W 4065 24
W 4089 23
W 4112 12
W 4124 6
W 4130 11
W 4141 31
W 4172 17
W 4189 5
W 4194 27
W 4221 13
W 4234 5
W 4239 21
W 4260 12
W 4272 1
W 4273 8
W 4281 20
W 4301 22
W 4323 16
W 4339 27
W 4366 24
W 4390 6
W 4396 2
W 4398 31
W 4429 9
W 4438 26
W 4464 8
W 4472 18
W 4490 17
W 4507 19
W 4526 19
W 4545 26
W 4571 12
W 4583 32
W 4615 17
W 4632 1
W 4633 28
W 4661 28
W 4689 31
W 4720 3
W 4723 18
W 4741 9
W 4750 7
W 4757 23
W 4780 18
W 4798 12
W 4810 10
W 4820 14
W 4834 2
W 4836 19
W 4855 22
W 4877 11
W 4888 32
W 4920 13
W 4933 2
W 4935 24
W 4959 3
W 4962 21
W 4983 12
W 4995 24
W 5019 15
W 5034 29
W 5063 14
W 5077 14
W 5091 11
W 5102 4
W 5106 17
W 5123 22
W 5145 29
W 5174 19
W 5193 29
W 5222 4
W 5226 8
W 5234 15
W 5249 16
W 5265 25
W 5290 16
W 5306 24
W 5330 8
W 5338 12
W 5350 18
W 5368 30
W 5398 7
W 5405 3
W 5408 5
W 5413 15
W 5428 25
W 5453 12
W 5465 32
W 5497 24
W 5521 12
W 5533 29
W 5562 26
W 5588 12
W 5600 7
W 5607 22
W 5629 22
W 5651 29
W 5680 29
W 5709 28
W 5737 28
W 5765 18
W 5783 31
W 5814 5
W 5819 9
W 5828 32
W 5860 12
W 5872 30
W 5902 23
W 5925 14
W 5939 23
W 5962 1
W 5963 6
W 5969 10
W 5979 21
W 6000 32
W 6032 30
W 6062 5
W 6067 8
W 6075 25
W 6100 28
W 6128 19
W 6147 16
W 6163 30
W 6193 16
W 6209 16
W 6225 29
W 6254 12
W 6266 30
W 6296 17
W 6313 9
W 6322 17
W 6339 8
W 6347 9
W 6356 14
W 6370 7
W 6377 27
W 6404 16
W 6420 1
W 6421 20
W 6441 19
W 6460 23
W 6483 27
W 6510 3
W 6513 6
W 6519 30
W 6549 4
W 6553 13
W 6566 1
W 6567 11
W 6578 17
W 6595 6
W 6601 13
W 6614 28
W 6642 22
W 6664 2
W 6666 26
W 6692 21
W 6713 5
W 6718 32
W 6750 21
W 6771 8
W 6779 13
W 6792 17
W 6809 6
W 6815 28
W 6843 14
W 6857 23
W 6880 31
W 6911 11
W 6922 20
W 6942 27
W 6969 24
W 6993 27
W 7020 27
W 7047 27
W 7074 22
